name,price,det,link
Voltage to PWM Converter Module 0-5V-10V to 0-100% (SKU#VPWM),120.00 EGP,Converter Analog Voltage to 0-100% PWM,/shop/kit-analog-v-to-pwm-voltage-to-pwm-converter-module-0-5v-10v-to-0-100-sku-vpwm-8225?page=18
PWM to Voltage Converter Module 0-100% to 0-10V (SKU#PWMV),125.00 EGP,Converter PWM digital signal into 0 to 10V analog signal,/shop/kit-analog-pwm-to-v-pwm-to-voltage-converter-module-0-100-to-0-10v-sku-pwmv-8224?page=18
AD9833 DDS Wave Signal Generator Sin/Triangle/Square,650.00 EGP,No description,/shop/kit-ad9833-signal-gen-ad9833-dds-wave-signal-generator-sin-triangle-square-8223?page=18
7 Segment MAX7219 Digital Tube Display Module - Control Module,125.00 EGP,,/shop/kit-7segment-max7219-7-segment-max7219-digital-tube-display-module-control-module-8222?page=18
RAMPS 1.6 R6 RepRap 3D Printer Arduino Mega2560 Shield (SKU#3D1029),275.00 EGP,"Control mainboard for Reprap, Mendel & Prusa",/shop/kit-3d-1029-ramps-1-6-r6-reprap-3d-printer-arduino-mega2560-shield-sku-3d1029-8217?page=18
Heating Pad 5V/5W Size 5x10cm,250.00 EGP,Polyimide Film Heater - With Adhesive Layer,/shop/heating-pad-5v-5w-heating-pad-5v-5w-size-5x10cm-8216?page=18
HUSKYLENS Silicone Sleeve,350.00 EGP,Silicon Case for HUSKYLENS AI Module,/shop/box-ai-huskylens-huskylens-silicone-sleeve-8215?page=18
Voice Recorder Module 40Min DFRobot,450.00 EGP,No description,/shop/kit-dfr-voice-rec-40m-voice-recorder-module-40min-dfrobot-8214?page=18
DC-DC Power Module 5W Input Voltage (18~36Vdc) Output Voltage 12Vdc/420mA (HLK-5D2412),275.00 EGP,Hi-Link Brand,/shop/dc-dc-hlk-5d2412-dc-dc-power-module-5w-input-voltage-18-36vdc-output-voltage-12vdc-420ma-hlk-5d2412-8213?page=18
DC-DC Power Module 5W Input Voltage (18~36Vdc) Output Voltage 5Vdc/1000mA (VRB2405YMD-5WR3),275.00 EGP,Hi-Link Brand,/shop/dc-dc-hlk-5d2405-dc-dc-power-module-5w-input-voltage-18-36vdc-output-voltage-5vdc-1000ma-vrb2405ymd-5wr3-8212?page=18
DC-DC Power Module 5W Input Voltage (9~18Vdc) Output voltage 12Vdc/420mA (HLK-5D1212),275.00 EGP,Hi-Link Brand,/shop/dc-dc-hlk-5d1212-dc-dc-power-module-5w-input-voltage-9-18vdc-output-voltage-12vdc-420ma-hlk-5d1212-8211?page=18
DC-DC Power Module 5W Input Voltage (9~18Vdc) Output voltage 5Vdc/1000mA (VRB1205YMD-5WR3),275.00 EGP,Hi-Link Brand,/shop/dc-dc-hlk-5d1205-dc-dc-power-module-5w-input-voltage-9-18vdc-output-voltage-5vdc-1000ma-vrb1205ymd-5wr3-8210?page=18
DC-DC Power Module 20W Input Voltage (9~36Vdc) Output Voltage 12Vdc/1666mA (URB2412YMD-20WR3),475.00 EGP,Hi-Link Brand,/shop/dc-dc-hlk-20d2412-dc-dc-power-module-20w-input-voltage-9-36vdc-output-voltage-12vdc-1666ma-urb2412ymd-20wr3-8209?page=19
DC-DC Power Module 10W Input Voltage (18~75Vdc) Output Voltage 5Vdc/2000mA (URB4805YMD-10WR3),350.00 EGP,Hi-Link Brand,/shop/dc-dc-hlk-10d4805-dc-dc-power-module-10w-input-voltage-18-75vdc-output-voltage-5vdc-2000ma-urb4805ymd-10wr3-8208?page=19
DC-DC Power Module 10W Input Voltage (9~36Vdc) Output Voltage 12Vdc/830mA (HLK-10D2412),295.00 EGP,Hi-Link Brand,/shop/dc-dc-hlk-10d2412-dc-dc-power-module-10w-input-voltage-9-36vdc-output-voltage-12vdc-830ma-hlk-10d2412-8207?page=19
DC-DC Power Module 10W Input Voltage (9~36Vdc) Output Voltage 5Vdc/2000mA (URB2405YMD-10WR3),295.00 EGP,Hi-Link Brand,/shop/dc-dc-hlk-10d2405-dc-dc-power-module-10w-input-voltage-9-36vdc-output-voltage-5vdc-2000ma-urb2405ymd-10wr3-8206?page=19
DC-DC Step Down Voltage Converter Adjustable 3A Mini (4.5V~24Vdc to 1.8V 2.5V 3.3V 5V 9V 12Vdc) SKU#DC109,35.00 EGP,Buck Voltage Converter,/shop/dc-dc-109-dc-dc-step-down-voltage-converter-adjustable-3a-mini-4-5v-24vdc-to-1-8v-2-5v-3-3v-5v-9v-12vdc-sku-dc109-8205?page=19
DC-DC Step Down Voltage Converter Adjustable 3A Ultra MINI-360 (4.75V~23Vdc to 1V~17Vdc) SKU#DC108,30.00 EGP,Buck Voltage Converter,/shop/dc-dc-108-dc-dc-step-down-voltage-converter-adjustable-3a-ultra-mini-360-4-75v-23vdc-to-1v-17vdc-sku-dc108-8204?page=19
DC-DC Step Down Voltage Voltage Converter 5A (24V/12V to Fixed Output 5V/5A) SKU#DC107,160.00 EGP,Buck Voltage Converter,/shop/dc-dc-107-dc-dc-step-down-voltage-voltage-converter-5a-24v-12v-to-fixed-output-5v-5a-sku-dc107-8203?page=19
Air Pump 12Vdc,600.00 EGP,In/Out Outlet - 6 Liter Per Minute,/shop/dc-air-yyp528-12v-air-pump-12vdc-8202?page=19
GY-ML8511 UV Sensor Module Analog Output,275.00 EGP,No description,/shop/kit-ml8511-uv-sensor-gy-ml8511-uv-sensor-module-analog-output-8197?page=19
Kit MAX485 - RS485 Converter to TTL Level,100.00 EGP,,/shop/kit-max485-kit-max485-rs485-converter-to-ttl-level-8196?page=19
TPU Flexible 3D Printer Filament (1.75mm) Red Color 1/2Kg Roll (SKU#SL405),750.00 EGP,No description,/shop/sl-tpu-red-0-5kg-tpu-flexible-3d-printer-filament-1-75mm-red-color-1-2kg-roll-sku-sl405-8195?page=19
PLA+ Silk 3D Printer Filament SILK (1.75mm) Copper Color 1Kg Roll (SKU#SL120),950.00 EGP,SUNLU Brand,/shop/sl-pla-silk-copper-1kg-pla-silk-3d-printer-filament-silk-1-75mm-copper-color-1kg-roll-sku-sl120-8179?page=19
PLA 3D Printer Filament (1.75mm) Rainbow Color 1Kg Roll (SKU#SL109),750.00 EGP,SUNLU Brand,/shop/sl-pla-rainbow-1kg-pla-3d-printer-filament-1-75mm-rainbow-color-1kg-roll-sku-sl109-8177?page=19
PLA 3D Printer Filament (1.75mm) Orange Color 1Kg Roll (SKU#SL104),695.00 EGP,SUNLU Brand,/shop/sl-pla-orange-1kg-pla-3d-printer-filament-1-75mm-orange-color-1kg-roll-sku-sl104-8176?page=19
PLA 3D Printer Filament (1.75mm) Silver Color 1Kg Roll (SKU#SL106),695.00 EGP,SUNLU Brand,/shop/sl-pla-silver-1kg-pla-3d-printer-filament-1-75mm-silver-color-1kg-roll-sku-sl106-8174?page=19
PLA 3D Printer Filament (1.75mm) Yellow Color 1Kg Roll (SKU#SL108),695.00 EGP,SUNLU Brand,/shop/sl-pla-yellow-1kg-pla-3d-printer-filament-1-75mm-yellow-color-1kg-roll-sku-sl108-8173?page=19
PLA 3D Printer Filament (1.75mm) Red Color 1Kg Roll (SKU#SL105),695.00 EGP,SUNLU Brand,/shop/sl-pla-red-1kg-pla-3d-printer-filament-1-75mm-red-color-1kg-roll-sku-sl105-8171?page=19
PLA 3D Printer Filament (1.75mm) Black Color 1Kg Roll (SKU#SL100),695.00 EGP,SUNLU Brand,/shop/sl-pla-black-1kg-pla-3d-printer-filament-1-75mm-black-color-1kg-roll-sku-sl100-8169?page=19
PLA 3D Printer Filament (1.75mm) White Color 1Kg Roll (SKU#SL101),800.00 EGP,SUNLU Brand,/shop/sl-pla-white-1kg-pla-3d-printer-filament-1-75mm-white-color-1kg-roll-sku-sl101-8168?page=19
Charger for 4x18650 Li-ion Battery,300.00 EGP,Ac Input 220Vac~240Vac,/shop/charger-4x18650-charger-for-4x18650-li-ion-battery-8167?page=19
BMS 6 String 22.2V/14A,175.00 EGP,"Original MOSFET Transistors
18650 Cell Lithium Battery Protection Board Current Peak 14A Over-Current Protection",/shop/bms-6s-14a-bms-6-string-22-2v-14a-8166?page=19
BMS 5 String 18.5V/15A,145.00 EGP,"Original MOSFET Transistors
18650 Cell Lithium Battery Protection Board Current Peak 15A Over-Current Protection",/shop/bms-5s-15a-bms-5-string-18-5v-15a-8165?page=19
BMS 12 String 44.4V/40A,"1,100.00 EGP","Original MOSFET Transistors
18650 Cell Lithium Battery Protection Board Current Peak 40A Over-Current Protection",/shop/bms-12s-40a-bms-12-string-44-4v-40a-8164?page=19
XF-25 Breadboard 25 Tie Point,12.00 EGP,No description,/shop/bb-xf25-xf-25-breadboard-25-tie-point-8163?page=19
Access Control Proximity Rewritable Card EM4305,25.00 EGP,EM ID 125KHz EM4305/T5200 T5577 Blank Card RFID Tag,/shop/access-card-em4305-access-control-proximity-rewritable-card-em4305-8162?page=19
AC-DC Module 5W 220Vac to 12Vdc (HLK-5M12),175.00 EGP,"Output Voltage: 12Vdc/410mA (5W)
Hi-Link Brand",/shop/ac-dc-hlk-5m12-ac-dc-module-5w-220vac-to-12vdc-hlk-5m12-8161?page=19
AC-DC Module 5W 220Vac to 5Vdc (HLK-5M05),175.00 EGP,"Output Voltage: 5Vdc/1A (5W)
Hi-Link Brand",/shop/ac-dc-hlk-5m05-ac-dc-module-5w-220vac-to-5vdc-hlk-5m05-8160?page=19
DM9 - Portable 12MP Digital Microscope With 7 Inch HD LCD,"4,950.00 EGP",No description,/shop/microscope-dm9-dm9-portable-12mp-digital-microscope-with-7-inch-hd-lcd-8156?page=19
Portable Hot Air 8858 Automatic Soldering Station,"1,950.00 EGP",No description,/shop/hot-air-8858-portable-hot-air-8858-automatic-soldering-station-8155?page=19
"Digital Vernier Caliper - High Accuracy - Micrometer 150mm/6""","1,150.00 EGP",Stainless Steel Metal Shell,/shop/vernier-digital-org-150mm-digital-vernier-caliper-high-accuracy-micrometer-150mm-6-8154?page=19
"NX8048T070 HMI LCD 7"" - Without Frame","5,750.00 EGP",Nextion display touch screen UART 800 x 480,/shop/hmi-nx8048t070-nx8048t070-hmi-lcd-7-without-frame-8153?page=20
USB Cable C-Type 1.5m,35.00 EGP,USB A To USB C Cable,/shop/usb-cable-c-usb-cable-c-type-1-5m-8152?page=20
RT809F Programmer Repair Tool,"4,500.00 EGP","With 7 Adapters + SOP16 SOP20 IC Clip, LCD Reader, BIOS ISP / USB / VGA",/shop/prog-rt809f-rt809f-programmer-repair-tool-8150?page=20
Crystal Oscillator 30.000 MHz,4.00 EGP,No description,/shop/o-30mhz-crystal-oscillator-30-000-mhz-8149?page=20
IC Tester SATMW,"4,500.00 EGP",Portable IC Testers & Transistor Meter,/shop/tester-ic-satmw-ic-tester-satmw-8148?page=20
DC Spindle Air Cooling 500W ER11 + 52mm Clamps + Power Supply,"4,950.00 EGP",No description,/shop/spindel-dc-500w-er11-dc-spindle-air-cooling-500w-er11-52mm-clamps-power-supply-8147?page=20
FT5835M Servo Motor 180° 35.5 kg.cm Metal Gear,"1,950.00 EGP",Aluminum Mid-Shell High-Quality Servo 180 Degree,/shop/servo-ft5835m-ft5835m-servo-motor-180deg-35-5-kg-cm-metal-gear-8146?page=20
FT5325M Servo Motor 180° 25 kg.cm Metal Gear,"1,450.00 EGP",Aluminum Mid-Shell High-Quality Servo 180 Degree,/shop/servo-ft5325m-ft5325m-servo-motor-180deg-25-kg-cm-metal-gear-8145?page=20
GT2 / 36 Teeth Bore 8mm Timing Aluminum Pulley,75.00 EGP,Fit GT2 6mm open timing belt,/shop/gt2-8mm-36teeth-gt2-36-teeth-bore-8mm-timing-aluminum-pulley-8143?page=20
GT2 / 36 Teeth Bore 6.35mm Timing Aluminum Pulley,75.00 EGP,Fit GT2 6mm open timing belt,/shop/gt2-6-35mm-36teeth-gt2-36-teeth-bore-6-35mm-timing-aluminum-pulley-8142?page=20
GT2 / 36 Teeth Bore 5mm Timing Aluminum Pulley,75.00 EGP,Fit GT2 6mm open timing belt,/shop/gt2-5mm-36teeth-gt2-36-teeth-bore-5mm-timing-aluminum-pulley-8141?page=20
DC Geared Motor Mounting Bracket Holder 37mm Diameter,60.00 EGP,For Motor models SG555123000,/shop/dc-sg555-braket37mm-dc-geared-motor-mounting-bracket-holder-37mm-diameter-8140?page=20
Inline Switch On Off with Female Male Power Cable 2.1mm - Wire DC Connector Jack,25.00 EGP,,/shop/wire-dc-on-off-inline-switch-on-off-with-female-male-power-cable-2-1mm-wire-dc-connector-jack-8139?page=20
Battery Holder 2xCR2032 + On/Off Switch,15.00 EGP,No description,/shop/battery-case-cr2032-x2-battery-holder-2xcr2032-on-off-switch-8137?page=20
Battery Holder 1xCR2032 + On/Off Switch,12.00 EGP,No description,/shop/battery-case-cr2032-x1-battery-holder-1xcr2032-on-off-switch-8136?page=20
A4 Cable Organizer Label Sticker,50.00 EGP,Waterproof Tear-Resistant Marker Print Cord Tags,/shop/tie-cable-37mm-a4-cable-organizer-label-sticker-8135?page=20
XKC-Y25 NPN Intelligent Non-Contact Liquid Level Sensor,395.00 EGP,Water Level Sensor,/shop/sen-xkcy25-npn-level-xkc-y25-npn-intelligent-non-contact-liquid-level-sensor-8131?page=20
Piezo Element - 20mm 2.4Mhz Piezoelectric Humidifier - Ultrasonic Atomizer Plate,75.00 EGP,Energy Conversion Plate,/shop/sen-piezo-20mm-piezo-element-20mm-2-4mhz-piezoelectric-humidifier-ultrasonic-atomizer-plate-8130?page=20
3DU33 Phototransistor - Smoke Detector,45.00 EGP,No description,/shop/sen-3du33-3du33-phototransistor-smoke-detector-8129?page=20
A3291KUA-T Hall Effect Sensor,125.00 EGP,"Chopper - Stabilized, Precision Hall-Effect Latches",/shop/a3291kuat-a3291kua-t-hall-effect-sensor-8128?page=20
IR2184,135.00 EGP,"High voltage, high-speed power MOSFET & IGBT driver",/shop/ir2184-ir2184-8127?page=20
USB Connector on PCB C-Type Type Female 16 Pin (SKU#USB9),5.00 EGP,,/shop/usb9-c-type-pcb-usb-connector-on-pcb-c-type-type-female-16-pin-sku-usb9-8125?page=20
TOP243YN,45.00 EGP,No description,/shop/top243yn-top243yn-8124?page=20
NeoPixel 64-bit WS2812 5050 RGB LED Driver Square Development Board,150.00 EGP,,/shop/kit-ws2812-64-5050-square-neopixel-64-bit-ws2812-5050-rgb-led-driver-square-development-board-8123?page=20
"Waterproof Ultrasonic Distance Sensor A0221AU (3~450cm, UART, IP67)",950.00 EGP,,/shop/kit-us-waterproof-ultrasonic-waterproof-ultrasonic-distance-sensor-a0221au-3-450cm-uart-ip67-8122?page=20
Energizer® 2xAAA Rechargeable Batteries + Accu Recharge MINI Charger,750.00 EGP,No description,/shop/energizer-ch-2xaaa-energizer-r-2xaaa-rechargeable-batteries-accu-recharge-mini-charger-8121?page=20
Energizer® 4xAA Rechargeable Batteries + Accu Recharge MAXI Charger,"1,350.00 EGP",No description,/shop/energizer-ch-4xaa-energizer-r-4xaa-rechargeable-batteries-accu-recharge-maxi-charger-8120?page=20
PLASTIC Spray 400mL,375.00 EGP,"Transparent Protective Conformal Coating For PCB Boards & Electronic Components
ECS - MADE IN GERMANY",/shop/spray-ecs-plastic-400ml-plastic-spray-400ml-8119?page=20
BMS 4 String 14.8V/30A,125.00 EGP,"Original MOSFET Transistors
18650 Cell Lithium Battery Protection Board Current Peak 30A Over-Current Protection",/shop/bms-4s-30a-green-bms-4-string-14-8v-30a-8118?page=20
Capacitive Analog Soil Moisture Sensor V2.0 (SKU#SOIL.C),100.00 EGP,,/shop/sen-soil-c-capacitive-analog-soil-moisture-sensor-v2-0-sku-soil-c-8116?page=20
Energizer® 2xAA Rechargeable Batteries + Accu Recharge MINI Charger,750.00 EGP,No description,/shop/energizer-ch-2xaa-energizer-r-2xaa-rechargeable-batteries-accu-recharge-mini-charger-8115?page=21
Sealed Lead Acid Battery 12V/7Ah - GLOBE,950.00 EGP,"GLOBE - High Quality Battery
Dimensions 151x65x94mm",/shop/battery-12v7a-globe-sealed-lead-acid-battery-12v-7ah-globe-8111?page=21
Carbon Conductive Paint (5g),450.00 EGP,No description,/shop/carbon-pen-carbon-conductive-paint-5g-8109?page=21
STC1000 220Vac Thermostat Temperature Control,350.00 EGP,Thermometer Programmable Controller 220Vac,/shop/stc1000-220vac-temp-control-stc1000-220vac-thermostat-temperature-control-8108?page=21
Smart Drive Duo-10 MDDS10 Cytron 10Amp 7V-35V SmartDrive DC Motor Driver (2 Channels),"2,750.00 EGP",Drive 2 Motors,/shop/mdds10-duo10-cytron-smart-drive-duo-10-mdds10-cytron-10amp-7v-35v-smartdrive-dc-motor-driver-2-channels-8105?page=21
goot® CP3015 Solder Wicker Width 3mm Length 1.5m,300.00 EGP,Made In Japan,/shop/cp3015-goot-goot-r-cp3015-solder-wicker-width-3mm-length-1-5m-8102?page=21
"HMT101ATA-C LCD 10.1"" TOPWAY بدون فريم","4,850.00 EGP",Smart TFT LCD Display RS-232 1024x600 Without Frame,/shop/hmt101ata-c-hmt101ata-c-lcd-10-1-topway-bdwn-frym-8101?page=21
Kit Touch Red Switch,15.00 EGP,TTP223 Touch Switch Sensor Module Self-Locking/No-Locking Capacitive Touching Switch Button,/shop/kit-touch-red-1-kit-touch-red-switch-8098?page=21
LM100A Laser Distance Meter (up to 100 meter),"1,250.00 EGP",UNI-T Brand,/shop/avo-lm100a-unit-lm100a-laser-distance-meter-up-to-100-meter-8095?page=21
UT89XD Digital Multimeter,925.00 EGP,UNI-T Brand,/shop/avo-ut89xd-unit-ut89xd-digital-multimeter-8090?page=21
UT513A Megger Insulation Resistance Tester 5000V,"10,500.00 EGP",UNI-T Brand,/shop/avo-ut513a-unit-ut513a-megger-insulation-resistance-tester-5000v-8089?page=21
UT221 True RMS Digital Clamp Meter 2000A (AC/DC),"5,650.00 EGP",UNI-T Brand,/shop/avo-ut221-unit-ut221-true-rms-digital-clamp-meter-2000a-ac-dc-8088?page=21
UT658DUAL USB Tester,450.00 EGP,UNI-T Brand,/shop/avo-ut658dual-unit-ut658dual-usb-tester-8087?page=21
UT61E+ True RMS Digital Multimeter 1000V,"3,250.00 EGP","Professional multimeter with display counts 22000
UNI-T Brand",/shop/avo-ut61e-unit-ut61e-true-rms-digital-multimeter-1000v-8086?page=21
UT61B+ True RMS Digital Multimeter 1000V,"1,700.00 EGP",UNI-T Brand,/shop/avo-ut61b-unit-ut61b-true-rms-digital-multimeter-1000v-8084?page=21
UT136C+ Digital Multimeter (Auto-Range),700.00 EGP,UNI-T Brand,/shop/avo-ut136c-unit-ut136c-digital-multimeter-auto-range-8083?page=21
Energizer® 2xAA 2300mAh Rechargeable Batteries,450.00 EGP,RECHARGE EXTREME,/shop/energizer-rech-aa-2300mah-energizer-r-2xaa-2300mah-rechargeable-batteries-8081?page=21
Energizer® 2xAAA 800mAh Rechargeable Batteries,450.00 EGP,RECHARGE EXTREME,/shop/energizer-rech-aaa-800mah-energizer-r-2xaaa-800mah-rechargeable-batteries-8080?page=21
UTD1050DL 50MHz Hand-held Digital Storage Oscilloscope,"18,500.00 EGP",UNI-T Brand,/shop/avo-utd1050dl-unit-utd1050dl-50mhz-hand-held-digital-storage-oscilloscope-8079?page=21
Humidity Sensor Relay Module 5V,125.00 EGP,No description,/shop/kit-humidity-relay-humidity-sensor-relay-module-5v-8075?page=21
LASER Diode 5mW 650nm 5.6mm RED,10.00 EGP,,/shop/led-laser-diode-5-6mm-laser-diode-5mw-650nm-5-6mm-red-8073?page=21
DIY 3018Pro Small CNC LASER 15W & Engraving Router,"16,950.00 EGP","Include 15W LASER Head & DC Spindle 100W
Working area: 30*18*4.5 cm",/shop/cnc-diy-15000mw-diy-3018pro-small-cnc-laser-15w-engraving-router-8072?page=21
VIVA mini - 4 Axis CNC Breakout Board,450.00 EGP,,/shop/kit-viva-mini-viva-mini-4-axis-cnc-breakout-board-8071?page=21
Kit Eta32-BIG Atmel AVR USB Development & Training System - Based on ATMEGA32,"3,150.00 EGP","With a Full Set of Accessories (ESP01S + USBasp AVR Programmer + Power Adapter + Cables)
Perfect for Electronic Labs or Personal Learning",/shop/kit-eta32-big-kit-eta32-big-atmel-avr-usb-development-training-system-based-on-atmega32-8070?page=21
Eco SMPS Output +12Vdc/3A Input 220Vac,185.00 EGP,No description,/shop/smps-eco-12v-3a-eco-smps-output-12vdc-3a-input-220vac-8069?page=21
PD310 Glass 10X Desk Magnifier With Adjustable Brightness LED + Cup Holder,"1,850.00 EGP",10X Magnifying,/shop/pd310-magnifier-pd310-glass-10x-desk-magnifier-with-adjustable-brightness-led-cup-holder-8068?page=21
DC Female to 2 Male DC Power 2.1mm Splitter DC Wire Adapter Cable,20.00 EGP,No description,/shop/wire-dc-2x1-dc-female-to-2-male-dc-power-2-1mm-splitter-dc-wire-adapter-cable-8067?page=21
Car Cigarette Lighter Female Plug Cable Connection,50.00 EGP,With Free Ends 31cm,/shop/wire-car-female-car-cigarette-lighter-female-plug-cable-connection-8066?page=21
TM919B-2/220Vac Dain Rail Mount Timer Switch 30A/220Vac,600.00 EGP,16 Programmable timer ON/OFF,/shop/tm919-220vac-30a-timer-tm919b-2-220vac-dain-rail-mount-timer-switch-30a-220vac-8065?page=21
Vibrating Micro Motor with Wire Leads (1.5V - 3V),30.00 EGP,,/shop/vibration-motor-black-vibrating-micro-motor-with-wire-leads-1-5v-3v-8064?page=21
Water Turbine Generator 12Vdc - 10W Mini Hydro Generator,475.00 EGP,,/shop/turbine-12v-10w-water-turbine-generator-12vdc-10w-mini-hydro-generator-8063?page=22
RFID Tag 13.56MHz - S50 Sticker 3M,25.00 EGP,,/shop/tag-s50-25mm-3m-rfid-tag-13-56mhz-s50-sticker-3m-8062?page=22
mini 5Vdc Solenoid Pull Type - Electromagnet Open Frame,125.00 EGP,No description,/shop/solenoid-mini-5v-mini-5vdc-solenoid-pull-type-electromagnet-open-frame-8061?page=22
Shell 1x3 Cell Spacer Holder 18650 Lithium Battery Plastic Rack,6.00 EGP,No description,/shop/shell-3x-18650-shell-1x3-cell-spacer-holder-18650-lithium-battery-plastic-rack-8060?page=22
Shell 1x2 Cell Spacer Holder 18650 Lithium Battery Plastic Rack,5.00 EGP,,/shop/shell-2x-18650-shell-1x2-cell-spacer-holder-18650-lithium-battery-plastic-rack-8059?page=22
"YFS401 G1/8"" Water Flow Meter Sensor",245.00 EGP,Flowmeter G1/8 0.3-6L/min 3.5-24V,/shop/sen-yfs401-water-flow-yfs401-g1-8-water-flow-meter-sensor-8058?page=22
"DN15 G1/2"" Water/Air Flow Switch Sensor 1~12 L/min Copper - DC250V/70W",350.00 EGP,"Brass Flow Switch Sensor, NOT Flow Meter",/shop/sen-dn15-water-flow-dn15-g1-2-water-air-flow-switch-sensor-1-12-l-min-copper-dc250v-70w-8057?page=22
Enclosure For Raspberry Pi 4B - 9 Layers Acrylic Case + Cooling Fan (SKU#BOX4FAN),275.00 EGP,,/shop/rpi4-box-fan-a532-enclosure-for-raspberry-pi-4b-9-layers-acrylic-case-cooling-fan-sku-box4fan-8056?page=22
Enclosure For Raspberry Pi 4B - ABS Red/White Case (SKU#BOX4CO),150.00 EGP,,/shop/rpi4-box-color-enclosure-for-raspberry-pi-4b-abs-red-white-case-sku-box4co-8055?page=22
Raspberry Pi 4B - 8GB,"5,850.00 EGP",No description,/shop/rpi4-board-8gb-raspberry-pi-4b-8gb-8052?page=22
